SYMBOL	IlmnID
ZNF44	cg24362016
PIK3C3	cg24362401
C4orf33	cg24362726
C5orf23	cg24363955
PREX1	cg24364574
CLRN1	cg24365013
MRVI1	cg24365867
PDCD4	cg24371157
MGC42105	cg24371225
CEP55	cg24371383
BAG2	cg24373308
LGR5	cg24373760
DLG3	cg24376537
HHCM	cg24377133
MTMR9	cg24378421
C7	cg24382521
SLC25A21	cg24384676
HDAC3	cg24385322
DSE	cg24386906
GABRA5	cg24387380
POF1B	cg24387818
CCDC94	cg24388263
C3orf22	cg24389347
CCDC63	cg24389359
SNAPC2	cg24391122
C9orf16	cg24392274
ASPSCR1	cg24392479
CALML5	cg24392574
MRPL11	cg24394865
HCN4	cg24396745
MGC45800	cg24399106
C16orf35	cg24399405
TMEM84	cg24399529
C11orf64	cg24400943
PAX1	cg24401441
STYK1	cg24401912
PLAC8	cg24402880
EGR3	cg24403722
INF2	cg24404909
ZNF526	cg24405636
BLZF1	cg24407065
DGKZ	cg24407308
EIF2B5	cg24408199
BCL2	cg24408313
C12orf51	cg24408511
CCNL1	cg24408817
GALE	cg24409107
ST14	cg24411312
GOLGA1	cg24412846
MRC2	cg24414089
KRTAP1-1	cg24414383
ZNF711	cg24415468
HPCA	cg24417499
HADHB	cg24418574
PRDX6	cg24420778
HLA-DMA	cg24421410
FCGR2A	cg24422489
KRTAP8-1	cg24423088
PEX11A	cg24424381
AGR2	cg24426405
PNPLA2	cg24427660
ECHDC3	cg24428042
RALY	cg24428760
WAS	cg24428913
LDHD	cg24429836
ENTPD4	cg24430616
CDKL2	cg24432073
SOX3	cg24432916
SSTR5	cg24433189
TP53INP1	cg24434118
PCDHB13	cg24435562
PARP12	cg24435704
PDS5A	cg24438217
KPNB1	cg24438655
PKN3	cg24440147
TPPP	cg24441350
RBP5	cg24441911
C20orf111	cg24442290
ATP2B3	cg24443136
TNFSF8	cg24443250
SLC16A9	cg24443367
ZNF227	cg24443885
NCOR1	cg24443925
KLHDC4	cg24444408
MIS12	cg24445405
TWIST1	cg24446548
SMARCA1	cg24447042
LMAN1L	cg24447890
ZNFX1	cg24448231
CPVL	cg24448259
CIB2	cg24449371
DHX16	cg24450157
RASSF5	cg24450312
IGF2BP2	cg24450631
HIST1H4C	cg24453353
CD59	cg24453664
FLT3	cg24454143
NAT13	cg24454435
BIRC8	cg24454579
GNGT2	cg24456340
KRT16	cg24457403
ATP5E	cg24457521
MED26	cg24459023
PRG3	cg24459209
CACNG1	cg24459563
KRT84	cg24461814
CLIP1	cg24467291
HDAC1	cg24468890
RCC1	cg24469114
POLR3A	cg24469803
FLJ40288	cg24469977
SPSB2	cg24471268
FAM160B2	cg24471555
MLL4	cg24471867
KIAA0020	cg24471894
ZNHIT3	cg24473385
DENND3	cg24473633
P2RY13	cg24474182
GDE1	cg24474998
C9orf78	cg24475171
ABCC4	cg24476569
EPOR	cg24477567
OR10H1	cg24477636
SCFD1	cg24478145
SUMF2	cg24478387
MOGS	cg24478630
GGA1	cg24480194
SLC2A5	cg24480859
POM121	cg24481163
DOCK4	cg24481633
MLH3	cg24482053
LASS1	cg24482234
VRK3	cg24484103
ZNF320	cg24484296
KIF14	cg24485466
SMUG1	cg24488435
LPO	cg24489015
HSFX1	cg24489034
PBX1	cg24489237
TPM3	cg24490338
MAGEF1	cg24490859
RPS15A	cg24492022
MMP17	cg24493940
SMC4	cg24494008
ZNF33B	cg24494556
PITX1	cg24495017
SRPK3	cg24496423
GIPC2	cg24496666
SLC25A39	cg24497270
SELPLG	cg24497819
PUSL1	cg24497877
CSH1	cg24498554
TNS3	cg24499411
DISC1	cg24499839
PTP4A1	cg24500683
ROBLD3	cg24502084
ZNF346	cg24504986
WNT5B	cg24505122
CADPS	cg24505341
AMAC1L2	cg24505375
NKIRAS2	cg24505527
KRT80	cg24506604
KCNB1	cg24507762
SSPN	cg24509668
RP2	cg24511534
RELB	cg24511869
HNF4G	cg24512303
KLK10	cg24512400
MUC1	cg24512973
RGS19	cg24513045
VPS54	cg24514921
TTC9C	cg24515202
RGS19	cg24516061
FAM124B	cg24516901
CAV3	cg24517042
SSR3	cg24517609
C14orf48	cg24520070
RIOK1	cg24520800
FOXO4	cg24522076
GABRA1	cg24523000
HLCS	cg24523456
UBE2E3	cg24523758
UCKL1	cg24524435
C1orf64	cg24525573
BMP4	cg24526899
NDUFB1	cg24527001
NR2F1	cg24528447
SLC22A18	cg24528523
F11	cg24529858
FAM109A	cg24530795
CHFR	cg24532476
BRMS1	cg24532669
C1orf126	cg24535573
MRVI1	cg24541550
TRIB2	cg24543400
SH2D3C	cg24545967
SNX31	cg24546463
SERPINB4	cg24546942
ADPRHL2	cg24547948
RTEL1	cg24549085
C6orf145	cg24549507
ORM1	cg24552358
ATAD1	cg24552431
DHRS4	cg24555600
TAF6	cg24555656
GNE	cg24556026
HBS1L	cg24558204
PROM2	cg24560809
THBD	cg24562819
CCT8	cg24568646
RPS6KB2	cg24570987
CISD1	cg24573310
F2RL1	cg24573501
LPAR3	cg24574111
CUGBP1	cg24576270
GALNT5	cg24576425
MARVELD1	cg24576735
TPR	cg24577137
GPD2	cg24579667
KTN1	cg24579896
CCDC88B	cg24580001
MGMT	cg24580056
WDSUB1	cg24580185
CDK2AP1	cg24580526
NR0B2	cg24580782
GLRX3	cg24582500
IL9	cg24585690
OSBPL2	cg24587268
C12orf24	cg24588599
TOMM40L	cg24592207
ANKH	cg24592364
SNAI2	cg24593475
RBP1	cg24594997
PARP2	cg24595957
TOP1MT	cg24596472
FANCD2	cg24596576
SELL	cg24597988
DDT	cg24599739
GINS4	cg24599942
TRIO	cg24602243
MIA2	cg24603941
KCNA5	cg24605304
RAB21	cg24606773
MLH1	cg24607398
CDH26	cg24607535
RAPGEF3	cg24608308
STEAP1	cg24608774
HAT1	cg24611092
SLC1A1	cg24611631
CD3E	cg24612198
EXT2	cg24612772
PLA2G2E	cg24613957
TMUB2	cg24615044
CCL13	cg24615251
PRR11	cg24616461
HDAC6	cg24616736
INPP5F	cg24618244
PTMA	cg24618716
TAGLN	cg24619694
MTMR11	cg24620905
SERPINA1	cg24621042
TES	cg24621354
ZIC2	cg24623271
PRX	cg24623694
LPIN1	cg24624819
RPS9	cg24624841
JAM3	cg24625128
NEBL	cg24625388
PROKR1	cg24626923
H2AFY	cg24628744
UBE2D1	cg24631950
AKTIP	cg24633242
TC2N	cg24633648
CCT2	cg24635866
SERPINA7	cg24636657
TMEM101	cg24638647
ZFP41	cg24641352
DENND2D	cg24641737
C16orf78	cg24642468
FICD	cg24642516
HSPA2	cg24642523
NUP210	cg24642820
BMX	cg24643262
PENK	cg24645221
GATA4	cg24646414
MTERFD3	cg24646513
C4orf31	cg24646710
HCCS	cg24647726
GPR22	cg24648061
TCEAL3	cg24648715
CBX6	cg24649346
ERBB2	cg24649641
C1orf86	cg24649713
IGSF11	cg24650229
HIP1	cg24650353
PLEKHH2	cg24650394
LMX1A	cg24650501
CHCHD5	cg24651706
JAG1	cg24652271
THOC6	cg24652919
RHCG	cg24653181
PRH1	cg24653967
KIR3DL1	cg24654350
DUS2L	cg24654547
CYP4F11	cg24655310
GPR39	cg24659201
RGR	cg24660086
AP2M1	cg24661752
VAV3	cg24662718
IRX3	cg24662961
SPAG16	cg24664861
VPS37B	cg24664957
ANKRD26	cg24668150
MRPS7	cg24670151
ANGPT2	cg24670715
HSPB6	cg24673765
GMEB2	cg24674220
CD5	cg24674703
SPEF2	cg24675098
CA11	cg24677780
ZNF792	cg24678320
PTPRE	cg24678429
ETV4	cg24679082
ZNF232	cg24680602
EPHB6	cg24680924
LSM12	cg24682149
UBP1	cg24682740
PAIP2	cg24683061
MUC1	cg24683129
MDP1	cg24685926
FARSB	cg24686224
COL9A2	cg24686358
SSX2IP	cg24686542
KCNQ5	cg24687051
SLC37A4	cg24687335
C16orf46	cg24687764
CD276	cg24688248
SOX7	cg24690731
SERPINB2	cg24691255
S100A4	cg24691453
C20orf160	cg24691461
CRY2	cg24691578
C6orf192	cg24692716
NT5C2	cg24692964
MFSD7	cg24693053
KCNJ3	cg24693368
RAB5B	cg24693620
RG9MTD2	cg24693909
GRIP1	cg24694549
ZNF566	cg24695828
EVPL	cg24697031
TTC22	cg24697184
ARHGEF4	cg24697329
SLC25A4	cg24697682
LYZL2	cg24698533
PPP2CB	cg24698622
DNAJB12	cg24701874
CLCC1	cg24703623
HLA-F	cg24703717
JMJD5	cg24705286
CRABP1	cg24709471
TBP	cg24710073
PUM1	cg24710886
KIAA1012	cg24711626
DSG4	cg24711914
CAPN12	cg24712395
NDUFS8	cg24713080
ZNF471	cg24713204
TRAPPC2	cg24714666
AQP11	cg24715106
UCHL1	cg24715245
HPN	cg24715735
REST	cg24719575
PHOX2B	cg24719601
PPFIA2	cg24719984
ST8SIA1	cg24723331
PLXDC1	cg24724583
AGXT2L1	cg24727182
PPP1R3B	cg24727203
PCBP1	cg24727568
PHKB	cg24728447
PTGES2	cg24730207
ILK	cg24731756
FAM177A1	cg24733384
SLC7A9	cg24734575
CDSN	cg24735489
CLTB	cg24735937
PLCB4	cg24736099
FDXR	cg24737900
SS18L1	cg24738006
CHST8	cg24739326
UBR2	cg24740435
GNA12	cg24743283
SLC47A2	cg24743310
RABIF	cg24744425
EDNRB	cg24745738
GNA13	cg24747122
BAP1	cg24747396
SLC4A4	cg24748786
MAP2K2	cg24748945
STRADB	cg24749970
PON3	cg24750391
GNMT	cg24751129
DAPK1	cg24754277
PKIB	cg24758027
PAH	cg24759821
DNAH8	cg24760768
ATP12A	cg24762359
ZZZ3	cg24762437
BEX2	cg24765005
CDH1	cg24765079
WFDC6	cg24765446
CAPN10	cg24767315
AGAP1	cg24768561
TIPRL	cg24769045
KIAA1539	cg24770649
PLXND1	cg24770850
SH3KBP1	cg24774956
SSTR5	cg24775607
SETD2	cg24776019
MYEOV	cg24776407
FBLN5	cg24777065
LRRC34	cg24777454
C7orf54	cg24777710
RELT	cg24777762
CTSG	cg24777950
CD70	cg24778383
MARS	cg24779015
TSPYL2	cg24779040
MYBPC1	cg24781100
SEPT5	cg24783979
HIST1H3D	cg24784109
BDH1	cg24789424
DDX11	cg24789869
GTF3A	cg24790296
DDX23	cg24791546
MCM4	cg24792272
FUCA1	cg24792360
RGS9BP	cg24792749
CARD9	cg24793265
GOSR1	cg24793470
SCRN2	cg24793903
DAB2IP	cg24794433
TRPC1	cg24794531
AGL	cg24794734
LENG1	cg24794758
OTOA	cg24794992
FHIT	cg24796403
COPS6	cg24797830
FLJ39739	cg24797967
GOLT1A	cg24798047
RGS7	cg24800810
FANCA	cg24800887
PCNP	cg24801210
DFNA5	cg24805239
S1PR5	cg24807354
RNF11	cg24808674
MED4	cg24809640
RARS	cg24809768
PABPC1	cg24812103
SNAPC4	cg24812167
NTAN1	cg24812297
AKAP6	cg24812523
RP13-102H20.1	cg24813163
TEKT2	cg24813212
KLK12	cg24815853
PTH	cg24816298
SEMA3B	cg24816455
PARK2	cg24816866
MESDC1	cg24817430
EGF	cg24818418
SLC25A44	cg24818434
CLEC2A	cg24820250
TXNDC6	cg24820508
MB	cg24820809
GUCY1B2	cg24821554
ZFAND3	cg24822446
NHP2L1	cg24823993
SV2B	cg24824266
SHANK1	cg24824840
ACADVL	cg24825722
LAMP1	cg24826645
IRF8	cg24826867
C1QTNF7	cg24829483
COQ3	cg24831427
ZNF114	cg24832140
SMARCC1	cg24832353
PHF20L1	cg24833176
FAM83A	cg24833277
PPP1R16B	cg24834740
RNF43	cg24835159
CSNK2B	cg24836175
HOMER3	cg24836583
SLC26A11	cg24838010
MSX1	cg24840099
CD3D	cg24841244
C1QTNF1	cg24844534
DMRTB1	cg24845207
GABBR1	cg24847163
HSPA13	cg24847572
WNT16	cg24849648
RNASE2	cg24851490
GOLM1	cg24852661
WNT5B	cg24854010
TNKS1BP1	cg24855780
SIAH2	cg24856383
SCO2	cg24856732
PSMB5	cg24857117
GDI1	cg24857545
RHD	cg24857721
KIAA1143	cg24858591
CAMK1D	cg24859228
CDC42BPA	cg24860534
ZEB1	cg24861272
CD300LG	cg24862483
ALPK1	cg24866437
MIOX	cg24867501
PLCD1	cg24868271
TRAPPC10	cg24868525
STK19	cg24870273
CCL11	cg24870391
DIRAS3	cg24871743
KLHL26	cg24873414
ZNF562	cg24874111
CST4	cg24875415
TRAK1	cg24877842
TF	cg24879335
ARF6	cg24879595
TIGD1	cg24880821
ME1	cg24881834
PSAP	cg24883276
TCEB3B	cg24883732
SPRR1B	cg24884084
SLC12A7	cg24886748
C14orf166B	cg24887211
FES	cg24888049
GNG13	cg24889366
SPEF1	cg24889744
TMEM163	cg24890043
HIPK2	cg24890286
NAP1L4	cg24890446
C13orf33	cg24891133
PIGY	cg24892074
ZNF415	cg24892510
ARSB	cg24893837
MPP3	cg24895052
CYP51A1	cg24896109
FTH1	cg24898753
S100A8	cg24898863
SNRPB2	cg24899750
TMPRSS2	cg24901042
RGS5	cg24901474
STIL	cg24903376
EPRS	cg24903794
STAM2	cg24904765
FBXW8	cg24905739
NEO1	cg24906202
UQCC	cg24906992
ENOSF1	cg24907852
CGB5	cg24908058
DLK2	cg24908499
SLC3A2	cg24909445
EBPL	cg24909737
WTAP	cg24909975
ENG	cg24910675
EIF3G	cg24911803
NCRNA00116	cg24912023
RBMXL2	cg24912560
RTN4IP1	cg24914244
CDK2	cg24914860
C13orf15	cg24916177
C20orf29	cg24917645
ARHGEF16	cg24919884
FYCO1	cg24919972
PPIE	cg24920358
AMPD3	cg24921089
BCL2L14	cg24921858
GAS2L2	cg24922045
SLC22A7	cg24922992
SH3GL1	cg24923526
BCL2A1	cg24924631
KCNG1	cg24924779
KRT82	cg24926042
LRG1	cg24926276
OR10H2	cg24926780
SHBG	cg24928161
RND1	cg24928378
EPHX1	cg24928687
EFNB2	cg24929737
C22orf31	cg24929834
RAB26	cg24930915
CYP17A1	cg24934431
RAB11FIP5	cg24935900
DDX10	cg24936630
ZNF600	cg24936956
LAMB1	cg24937126
RB1	cg24937706
HHATL	cg24938727
CCDC89	cg24939733
KCNE4	cg24940601
CAPN10	cg24941797
JUN	cg24946133
PPP1R15A	cg24946408
C19orf51	cg24946544
USP33	cg24947394
TDRD3	cg24949049
PLEKHA9	cg24949344
DNTT	cg24949488
SDCBP2	cg24950749
LRRC57	cg24951114
CALD1	cg24956866
MTERFD3	cg24957240
PAK4	cg24957950
RAB4B	cg24958765
GBP6	cg24959428
BCAP31	cg24964364
FPR2	cg24964368
GPAM	cg24965984
KARS	cg24966460
KCNK6	cg24968336
CCDC87	cg24968786
RPS6KA4	cg24970539
UTP23	cg24971490
RAD50	cg24974130
PLA2G12A	cg24974477
CFH	cg24974599
CDCP1	cg24975222
PDE3A	cg24975564
ARFIP2	cg24975769
GNAS	cg24975842
THNSL2	cg24977027
SSSCA1	cg24977709
PPP1R12A	cg24979630
FOXP1	cg24980458
SSBP1	cg24980583
ARC	cg24981018
RTN4RL2	cg24983959
ZNF193	cg24986572
PKP4	cg24986868
ADCK1	cg24987170
GPA33	cg24987706
SCHIP1	cg24988345
PTGDR	cg24989962
PDGFB	cg24990612
MAPK14	cg24991452
OR7C1	cg24992780
SNRPN	cg24993443
LATS1	cg24994350
SPATA1	cg24995240
GPR141	cg24995381
ENKUR	cg24995798
GABRA3	cg24995836
OASL	cg24997562
KCNH8	cg24997944
HSD17B13	cg24999727
C20orf20	cg24999924
PRO0461	cg25000382
RB1	cg25002911
ARPP19	cg25003924
LASS3	cg25004981
TMEM229B	cg25006823
NOS3	cg25007250
PARK7	cg25007680
DSEL	cg25010118
CNTROB	cg25011395
UNC45B	cg25013053
NCOA7	cg25013058
MYO18B	cg25013838
PGM1	cg25013852
GLP1R	cg25014318
APOC4	cg25017250
ARHGEF11	cg25017304
WARS	cg25017837
E2F8	cg25018329
BIK	cg25018755
IKBKAP	cg25018881
DBH	cg25020204
COL6A1	cg25020459
RGS8	cg25020850
CELA2B	cg25021182
AMT	cg25021247
TP53AIP1	cg25022327
ADIPOR1	cg25023057
AXIN1	cg25023245
H2BFS	cg25023829
QPRT	cg25023941
BANK1	cg25023994
GSTP1	cg25025243
PNPLA6	cg25025866
TAX1BP3	cg25026013
PDCD7	cg25026754
DGAT1	cg25027167
GSTM3	cg25027501
ANLN	cg25028542
KLRG2	cg25032865
KIR3DX1	cg25033144
RIPK4	cg25033972
STX1B	cg25033993
PACS1	cg25034557
HTN3	cg25040282
SPRY4	cg25040733
APPL1	cg25040783
ZSCAN22	cg25041148
HYLS1	cg25041439
PAX8	cg25042226
C7orf33	cg25043279
LVRN	cg25044651
GRIN2A	cg25047001
VKORC1	cg25047102
HOXA9	cg25047280
IPO13	cg25047378
HUNK	cg25048564
MFSD1	cg25050026
WDR13	cg25053301
TRIAP1	cg25053891
ARX	cg25053900
SLC26A2	cg25054311
NEDD8	cg25055403
NUDT3	cg25055477
PTH2R	cg25057743
RAX2	cg25058957
UBA1	cg25059428
CUGBP1	cg25059436
EIF3G	cg25059792
BCL2	cg25059899
SERTAD1	cg25060020
CCND1	cg25060573
STON1	cg25061755
BRWD3	cg25063710
MCFD2	cg25065147
GNLY	cg25066857
SLC39A11	cg25067197
TRAF2	cg25068445
MYRIP	cg25070010
PPHLN1	cg25070480
SDC2	cg25070637
TEX13B	cg25071429
APLNR	cg25072179
MS4A15	cg25072962
OR10J1	cg25076881
TSPO	cg25077328
PSMG1	cg25077654
ZNF57	cg25077752
FXYD4	cg25081201
IVL	cg25082710
HM13	cg25083781
MARCH3	cg25084220
NIPAL1	cg25084525
FBN2	cg25084878
ATP5J	cg25085950
HMGB2	cg25086702
DCAF12L1	cg25086957
CXCR5	cg25087423
BMPR1B	cg25088874
UST	cg25089231
SORBS1	cg25092283
PXMP4	cg25092328
NUP188	cg25092540
C4orf50	cg25093045
WT1	cg25094569
RANGAP1	cg25094927
PRDM5	cg25095380
NFKB2	cg25095612
CASP8	cg25095814
RPS26	cg25095951
CFL2	cg25096582
RTN1	cg25097436
ARHGAP19	cg25097676
VTA1	cg25098095
LCE2B	cg25098401
SUZ12	cg25098644
AP1S2	cg25100404
KCNG4	cg25101056
ZBTB16	cg25101936
NT5DC2	cg25103286
RASGEF1A	cg25104030
RAPGEFL1	cg25104511
CLDN20	cg25106358
C9orf82	cg25106814
CLPS	cg25107791
SPAG11B	cg25107903
MBD6	cg25107978
DDX21	cg25109024
PCNT	cg25110234
MRPS16	cg25111781
CDK7	cg25112044
RORC	cg25112191
HSCB	cg25112853
TP73	cg25115460
TMEM180	cg25117362
UGDH	cg25117976
PSMB7	cg25118574
MNDA	cg25119415
VPS39	cg25122941
KCNIP2	cg25123470
MRPL48	cg25124030
NUP43	cg25124223
KRT20	cg25124433
HPCAL1	cg25124636
SPTLC3	cg25125453
INTS4	cg25126052
ACTN1	cg25126812
SLC16A1	cg25128803
CD99L2	cg25130333
PTS	cg25131727
PFDN1	cg25132078
PIP4K2C	cg25133016
OR2W1	cg25133685
WFDC11	cg25133753
KLK8	cg25134071
SDCCAG10	cg25136045
RPL36	cg25136310
REV3L	cg25136687
DDX12	cg25136926
RPL23A	cg25138936
MIR17HG	cg25139619
IRF4	cg25140370
ACIN1	cg25140501
OXTR	cg25140571
IL17B	cg25141490
C6orf155	cg25141674
GAS1	cg25141720
VDAC1	cg25141995
CA1	cg25142416
HOXB4	cg25145670
GRIA2	cg25148589
BCL2L2	cg25149155
SSH1	cg25149927
IPO5	cg25151295
ELOVL2	cg25151806
NCAPH2	cg25152348
SLC25A36	cg25152631
MIA	cg25152942
RTKN2	cg25153340
SFRP5	cg25156443
HAO1	cg25157408
QKI	cg25157874
FEM1B	cg25159539
PLK2	cg25159610
AADACL2	cg25159668
ARL6	cg25160554
AHSG	cg25162301
ANKRD23	cg25162794
MTAP	cg25162921
PSMC4	cg25163134
IGF2AS	cg25163476
RCBTB2	cg25165199
ACOT7	cg25165880
C22orf25	cg25166896
NAV1	cg25167447
PTPRZ1	cg25167643
SHH	cg25167838
GIMAP1	cg25168545
UGGT2	cg25169784
ASB13	cg25171089
IGDCC3	cg25172835
TXNIP	cg25173010
DNAH9	cg25174591
C7orf27	cg25175370
FSCN1	cg25176823
SLC10A6	cg25177139
TMEM171	cg25177452
RUNX3	cg25178645
FNBP1	cg25179291
NT5DC1	cg25179963
GPD1	cg25181284
ALDH5A1	cg25181693
FAM129A	cg25182523
CHRD	cg25182621
FAM57A	cg25186143
MORN5	cg25186211
PSG2	cg25187533
STAC3	cg25189085
PYY2	cg25191725
DOCK5	cg25192419
BTN3A3	cg25193278
DEF8	cg25193494
KIAA0232	cg25194415
GFPT1	cg25195673
ACTL6A	cg25198545
LRPAP1	cg25201363
ZNF250	cg25201980
PXMP3	cg25202404
TFAP2A	cg25202471
SFRS16	cg25203561
NLRP14	cg25203856
ACAP3	cg25203980
SACS	cg25206802
C1orf105	cg25208892
KCNMB3	cg25211252
C6orf145	cg25211525
NR1I3	cg25214346
DEFB103A	cg25214366
CDKN1C	cg25215340
GATA4	cg25216696
C12orf61	cg25217357
GJA10	cg25217765
TRIM54	cg25218351
DOHH	cg25219047
DCAF6	cg25219134
FXC1	cg25219333
ACER1	cg25221254
CRYBB3	cg25221625
KCNK13	cg25225073
GRM3	cg25225238
CXCR6	cg25226014
TFAP2B	cg25226247
ZMYM3	cg25226891
ZNF271	cg25227148
FZD2	cg25228126
BIN1	cg25228746
WDR61	cg25229015
CCDC38	cg25229172
KCNK18	cg25229305
SAMD8	cg25229706
CNKSR1	cg25229964
GALT	cg25230532
ERI1	cg25232934
VWA1	cg25234611
SFRS14	cg25234963
CD40	cg25239996
RPP14	cg25240333
NEURL2	cg25241845
PAX6	cg25242557
XRCC4	cg25243721
OBFC2B	cg25245322
SH2D1A	cg25248094
BFSP2	cg25249068
PLOD2	cg25250358
GSTO2	cg25250998
POP7	cg25251635
C8orf51	cg25255679
IRF2	cg25255854
F5	cg25256723
CXorf23	cg25257360
FARP1	cg25258291
FCRL3	cg25259754
RAD51AP1	cg25261329
TRPM4	cg25261908
AIM1	cg25263140
C19orf56	cg25263559
XRN1	cg25264554
DCC	cg25266232
CCDC112	cg25267732
DMRTC1	cg25268283
GNAS	cg25268451
PLEKHG6	cg25268678
PSME1	cg25268718
WWC3	cg25270201
ASTE1	cg25270252
HIPK2	cg25274750
TFRC	cg25276849
EML2	cg25277950
MRPL18	cg25282410
AK3	cg25282780
GNAS	cg25283297
PTPN9	cg25283338
HIST2H2BE	cg25283823
H6PD	cg25284492
OSTF1	cg25287375
PLEKHB1	cg25288155
ARHGAP22	cg25290938
MIB1	cg25291907
GOLGA5	cg25293251
OBFC1	cg25294646
ZBED2	cg25298754
YWHAE	cg25299176
MET	cg25299676
COL1A2	cg25300386
VPS4A	cg25300941
ERC2	cg25301180
C6orf165	cg25302370
CTNND2	cg25302419
BCO2	cg25303383
C14orf166	cg25304860
CSNK1A1L	cg25306170
VSNL1	cg25306927
BRD7	cg25307081
SURF2	cg25307641
SNAP25	cg25307902
MIR17HG	cg25308542
ATP8A1	cg25309588
GALNTL5	cg25310567
SLC22A3	cg25313204
NARS	cg25314216
LSAMP	cg25315362
USP11	cg25316166
C18orf21	cg25316898
AIFM1	cg25317260
OR51E2	cg25322008
TRIM65	cg25322211
CLGN	cg25323711
SRPK1	cg25324046
VPS35	cg25325612
RNASE4	cg25327013
SH3GL1	cg25327247
SPANXA1	cg25328975
RAP2A	cg25329939
ELAVL3	cg25332298
MRPS14	cg25335775
INS	cg25336198
PSAT1	cg25336579
DPH1	cg25340056
LYPD3	cg25340403
ADD3	cg25341032
ELMO3	cg25341653
IL27	cg25341726
IRGC	cg25344367
SEC14L1	cg25344639
C9orf171	cg25344672
KTELC1	cg25345005
PWP1	cg25345738
CCDC55	cg25346576
COX16	cg25346972
CAMTA2	cg25349574
PLAGL1	cg25350411
NIPAL1	cg25351036
RRS1	cg25352650
SFXN2	cg25355065
MARVELD1	cg25355803
POU6F1	cg25356214
CRYGD	cg25356886
CD14	cg25358289
TMEM66	cg25358938
DYNLT3	cg25359581
TLX2	cg25361106
SIPA1	cg25361844
GTF2F1	cg25363317
ALX4	cg25363445
MOCS1	cg25366404
SSX1	cg25368212
DNHD1	cg25368651
FLJ20184	cg25370441
TOP3B	cg25371038
MRPL24	cg25371088
CTNS	cg25371182
MED18	cg25371560
DLL1	cg25372103
DARS2	cg25372135
DCD	cg25372195
B4GALT4	cg25372693
SLC23A1	cg25374813
ABR	cg25374854
TRMT12	cg25375711
ALDH5A1	cg25375764
CA5B	cg25376316
SEC23IP	cg25377358
C3orf37	cg25378769
SH3GL3	cg25381844
PGM3	cg25383093
CNTNAP4	cg25383242
ARRDC1	cg25384157
LILRA1	cg25384595
TAF1A	cg25385272
KRTAP20-1	cg25388528
BTNL2	cg25391023
VCL	cg25392935
FGFR1OP	cg25395108
TERF1	cg25396537
RBP7	cg25397076
ZNF653	cg25397562
MRPL20	cg25397779
RPS6KA5	cg25398949
FBXO30	cg25399367
GPR137	cg25400358
PRDM2	cg25402049
TRIOBP	cg25404088
DAK	cg25406518
FBXO32	cg25406735
CSTF3	cg25409040
ZIC3	cg25410053
LAGE3	cg25410279
C2orf15	cg25411534
SLC22A13	cg25411725
LRP10	cg25412384
DCST2	cg25412453
TMEM206	cg25413757
C10orf11	cg25414165
OGG1	cg25415932
MCF2L2	cg25416014
RBM15	cg25416363
S1PR5	cg25416372
SLC27A2	cg25417405
RUFY1	cg25418748
VPS13A	cg25418831
RYK	cg25420398
WBP1	cg25420583
AMBP	cg25420952
MMAA	cg25421002
UBE2L3	cg25421647
RAB5A	cg25421694
PCDH9	cg25422943
TSSK4	cg25423111
IVNS1ABP	cg25423402
RFX6	cg25423576
OTUD4	cg25424525
USP51	cg25424556
HBZ	cg25425005
C17orf53	cg25425074
CCND2	cg25425078
PRRT1	cg25426302
HOXA3	cg25426743
B3GALT1	cg25427580
CYP2A7	cg25427638
TIGD6	cg25428293
LOC339524	cg25428451
IMP3	cg25429010
TSR1	cg25430696
ECEL1	cg25431974
AARS	cg25432323
CXCL6	cg25432696
DVL2	cg25432997
S100A14	cg25433648
ELAVL3	cg25434223
TMF1	cg25436946
SLC35F3	cg25437385
PICALM	cg25437402
SGTB	cg25438054
ZNF426	cg25438415
CLDND1	cg25438440
HIST1H3C	cg25438963
BRSK1	cg25443975
SYT11	cg25446086
CSDC2	cg25447894
FLCN	cg25448636
PRDM2	cg25450806
NR4A3	cg25454755
CYP2R1	cg25454890
C15orf32	cg25455753
ASB12	cg25456959
PROC	cg25457027
GMPR	cg25457331
EIF2AK2	cg25458920
SEPT3	cg25459323
CRAMP1L	cg25459778
C1orf49	cg25461905
PROCR	cg25461934
HEYL	cg25462291
GCET2	cg25462303
GBP7	cg25463135
COX7B2	cg25463409
TBC1D10B	cg25463428
FAM101A	cg25463779
FRMD4A	cg25464840
GUCY2D	cg25465406
DLGAP5	cg25465634
HES1	cg25466368
SLC30A1	cg25466974
THAP6	cg25467043
WDR18	cg25467603
SEZ6L	cg25468723
FAM73A	cg25470175
MPG	cg25473396
SV2B	cg25475171
CHST15	cg25475443
GALT	cg25476145
PITPNB	cg25477181
PSG1	cg25477904
ITSN2	cg25477928
CEP350	cg25478157
ALDH1B1	cg25478603
NANS	cg25479216
TAS2R38	cg25481253
MRPS10	cg25482967
ENTPD2	cg25483003
RAD23B	cg25483839
RDH11	cg25484319
CCT5	cg25484373
CWH43	cg25484904
UBA2	cg25485128
NTF4	cg25485913
NRL	cg25487438
EPB41L2	cg25488021
WDR92	cg25488082
RBM9	cg25488206
CHM	cg25488547
TUBGCP5	cg25490410
MANBA	cg25490411
OLA1	cg25492727
TMOD1	cg25494064
C12orf59	cg25494227
KIF11	cg25494789
SAP18	cg25495394
CIT	cg25499017
